Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Tm,Games,3PT_Volume_Eff,3PT_per_Min,FT_Volume_Eff,AST_TOV_Ratio,AST_per_Min,Defensive_Impact,Defense_per_Min,Total_Rebounding,REB_per_Min,PTS_per_FGA,PTS_per_Min,TS%,Usage_Rate
Andre Jackson Jr.,15.836315789473684,1.894736842105263,3.1052631578947367,0.5585789473684211,0.42105263157894735,0.8947368421052632,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.07894736842105263,1.4736842105263157,1.9473684210526316,3.4210526315789473,1.4210526315789473,0.5263157894736842,0.3157894736842105,0.7368421052631579,1.6842105263157894,4.368421052631579,4.8578947368421055,MIL,19,0.23545706371191136,0.026420951814789127,0.02077562326869806,1.6981132075471699,0.08917071237491331,0.8421052631578947,0.05284190362957825,3.4210526315789473,0.21467023349516168,1.3628899835796386,0.2741173750784372,0.667739340305712,0.2483569470590178
Andrew Nembhard,28.517058823529414,4.088235294117647,8.617647058823529,0.5033235294117647,0.7941176470588235,2.411764705882353,0.30638235294117644,1.8823529411764706,2.4705882352941178,0.5097941176470587,0.5588235294117647,2.8823529411764706,3.4411764705882355,5.088235294117647,1.2647058823529411,0.11764705882352941,1.7647058823529411,2.235294117647059,10.852941176470589,9.726470588235294,IND,34,0.7389221453287196,0.02774979958478077,1.2594913494809687,2.728706624605678,0.1778042714135953,1.3823529411764706,0.04830520668461838,3.4411764705882355,0.12024913153405002,1.2449392712550609,0.3792472609920039,0.5562925887957546,0.4007893276326337
Andrew Wiggins,30.14627906976744,6.069767441860465,13.674418604651162,0.43334883720930234,2.186046511627907,5.767441860465116,0.3625813953488372,3.2325581395348837,4.162790697674419,0.6853720930232559,1.5348837209302326,3.046511627906977,4.5813953488372094,2.3488372093023258,0.9302325581395349,0.7674418604651163,1.302325581395349,1.627906976744186,17.558139534883722,13.188372093023256,GSW,43,2.0911671173607354,0.07227489062656178,2.853060573282856,1.6749585406301823,0.07765706333279512,1.697674418604651,0.05612837250786181,4.5813953488372094,0.15146971758970929,1.2746918791153135,0.5805057704580229,0.564350959022888,0.5557170207367426
Anfernee Simons,32.276041666666664,6.5,15.291666666666666,0.4126458333333333,3.0416666666666665,8.0625,0.34429166666666666,2.3958333333333335,2.6666666666666665,0.6410625,0.3333333333333333,2.4166666666666665,2.75,4.979166666666667,0.8333333333333334,0.10416666666666667,2.0833333333333335,1.7708333333333333,18.4375,12.783333333333333,POR,48,2.7758515624999998,0.0939480711688813,1.7094999999999998,2.280534351145038,0.15379170554357968,0.9375,0.02895659727807986,2.75,0.08493935201570091,1.1978884677855983,0.5694797464689039,0.5582046624280956,0.5729030597471123
Anthony Black,24.704897959183672,3.0816326530612246,7.6938775510204085,0.394204081632653,0.6122448979591837,2.3469387755102042,0.2043469387755102,2.142857142857143,2.836734693877551,0.5615918367346939,0.5918367346938775,1.9795918367346939,2.5714285714285716,3.4081632653061225,1.0204081632653061,0.5102040816326531,1.8979591836734695,2.2857142857142856,8.918367346938776,6.446938775510204,ORL,49,0.47958975426905454,0.024682419535312316,1.5930870470637235,1.7058222676200203,0.1373988020799052,1.5306122448979593,0.06170604883828079,2.571428571428571,0.10366616204831174,1.1442786069651742,0.3595405778977161,0.49590340664079346,0.43701046534588295
Anthony Davis,34.27428571428571,9.523809523809524,18.023809523809526,0.5169761904761905,0.6666666666666666,2.238095238095238,0.23252380952380952,6.023809523809524,7.642857142857143,0.7229761904761904,2.8095238095238093,9.047619047619047,11.857142857142858,3.357142857142857,1.2857142857142858,2.142857142857143,2.2142857142857144,1.9523809523809523,25.738095238095237,23.104761904761904,LAL,42,0.5204104308390023,0.019394342393261852,5.525603741496599,1.4506172839506173,0.0976643670517829,3.428571428571429,0.09974233230820383,11.857142857142858,0.34494223256587153,1.4201261166579082,0.7487601473970023,0.6003287646888952,0.6865874269248886
Anthony Edwards,36.72862745098039,9.137254901960784,20.49019607843137,0.44384313725490193,4.1568627450980395,9.882352941176471,0.4103333333333333,4.784313725490196,5.666666666666667,0.7994509803921568,0.8235294117647058,4.96078431372549,5.784313725490196,4.529411764705882,1.1372549019607843,0.6862745098039216,3.450980392156863,1.9803921568627452,27.215686274509803,18.784313725490197,MIN,51,4.055058823529412,0.11287042262519567,4.530222222222222,1.2755383765875206,0.12298616804915187,1.8235294117647058,0.04951391181199621,5.784313725490196,0.15706025789826755,1.321778878202076,0.7389818236026962,0.5907841084182479,0.7177707026716215
Anthony Gill,5.786944444444444,0.6111111111111112,1.2222222222222223,0.2916944444444444,0.1388888888888889,0.4166666666666667,0.1388888888888889,0.4722222222222222,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.6388888888888888,0.8055555555555556,0.19444444444444445,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.5,1.8333333333333333,1.3833333333333333,WAS,36,0.05787037037037038,0.023592695701410846,0.12962962962962962,0.7291666666666667,0.03302977398197519,0.2222222222222222,0.03774831312225735,0.8055555555555555,0.13683763506818292,1.3865546218487392,0.3114235832586232,0.5677907777013076,0.2940593592223848
Antonio Reeves,9.293000000000001,1.65,4.0,0.3805,0.65,2.1,0.2333,0.35,0.4,0.225,0.3,0.6,0.9,0.65,0.3,0.0,0.25,0.35,4.3,2.895,NOP,20,0.48993000000000003,0.06920046843394016,0.09000000000000001,1.8571428571428574,0.06920046843394016,0.3,0.031938677738741615,0.8999999999999999,0.09581603321622484,1.048780487804878,0.45778771425529646,0.5087553241836251,0.471201958905568
Ariel Hukporti,7.8521052631578945,0.7368421052631579,1.0526315789473684,0.29473684210526313,0.0,0.0,0.0,0.3157894736842105,0.5789473684210527,0.15789473684210525,0.3684210526315789,1.4736842105263157,1.8421052631578947,0.42105263157894735,0.0,0.631578947368421,0.5789473684210527,1.0,1.7894736842105263,1.7,NYK,19,0.0,0.0,0.09141274238227147,0.6201550387596899,0.052948573697796014,0.631578947368421,0.07942286054669402,1.8421052631578947,0.2316500099278576,1.552511415525114,0.2250314382156331,0.6591702210158976,0.23720961016612616
Ausar Thompson,20.602,3.5,6.8,0.5214333333333333,0.23333333333333334,1.0666666666666667,0.11663333333333334,1.3333333333333333,2.1666666666666665,0.40236666666666665,1.5666666666666667,3.4,4.966666666666667,1.8666666666666667,1.5666666666666667,0.43333333333333335,1.3333333333333333,2.6666666666666665,8.566666666666666,7.766666666666667,DET,30,0.12440888888888889,0.011271052716323704,0.8717944444444443,1.302325581395349,0.09016842173058963,2.0,0.0966090232827746,4.966666666666667,0.23991240781889028,1.2415458937198067,0.41380864972788456,0.5489107219137122,0.4389269957814059
Austin Reaves,34.66181818181818,6.090909090909091,13.704545454545455,0.45013636363636367,2.5454545454545454,7.045454545454546,0.36811363636363637,3.8181818181818183,4.4772727272727275,0.7280227272727273,0.8181818181818182,3.4545454545454546,4.2727272727272725,6.090909090909091,1.1363636363636365,0.18181818181818182,2.4545454545454546,1.9545454545454546,18.545454545454547,15.025,LAL,44,2.593527892561984,0.07322558711229668,3.259556301652893,2.384341637010676,0.17521836916156705,1.3181818181818183,0.037920393326010784,4.2727272727272725,0.12291437836706941,1.3434310174514323,0.5335007061038758,0.5896976354281089,0.5215230922119358
Ayo Dosunmu,30.67170731707317,4.829268292682927,9.853658536585366,0.49517073170731707,1.4390243902439024,4.170731707317073,0.3455609756097561,1.3170731707317074,1.6585365853658536,0.4288536585365853,0.6097560975609756,2.951219512195122,3.5609756097560976,4.658536585365853,0.8536585365853658,0.43902439024390244,1.3170731707317074,2.292682926829268,12.414634146341463,10.81219512195122,CHI,41,1.4412421177870316,0.04676452870866491,0.7112694824509219,3.2874354561101544,0.15139025395516945,1.2926829268292683,0.042008813924732887,3.5609756097560976,0.11572239307567928,1.2472433227150208,0.40344313750356675,0.5837557630112162,0.38673472622935223
Bam Adebayo,33.96775510204082,6.387755102040816,13.551020408163266,0.4638775510204082,0.7346938775510204,2.5510204081632653,0.2513265306122449,2.8979591836734695,4.020408163265306,0.616673469387755,2.5306122448979593,7.428571428571429,9.959183673469388,4.510204081632653,1.2653061224489797,0.7959183673469388,2.2653061224489797,2.183673469387755,16.408163265306122,14.869387755102041,MIA,49,0.6411391087047064,0.021565667457407806,2.479279050395668,1.906816220880069,0.13238923633575347,2.0612244897959187,0.06050367814439413,9.959183673469388,0.29233460331152805,1.2019733891463595,0.4816332398821076,0.5337723898928471,0.516186231519421
Ben Sheppard,20.365833333333335,2.111111111111111,5.027777777777778,0.3988611111111111,1.25,3.4722222222222223,0.31927777777777777,0.3055555555555556,0.3611111111111111,0.11944444444444444,0.6666666666666666,1.8888888888888888,2.5555555555555554,1.2777777777777777,0.6111111111111112,0.2777777777777778,0.3333333333333333,2.25,5.777777777777778,4.580555555555556,IND,36,1.1086033950617284,0.06107740543181725,0.043132716049382715,2.9487179487179485,0.06243468110807985,0.888888888888889,0.04343282164040338,2.5555555555555554,0.1248693622161597,1.1267605633802817,0.2823133406626219,0.551665605771271,0.26971782238690495
Ben Simmons,24.99030303030303,2.8181818181818183,5.151515151515151,0.5134242424242424,0.0,0.0,0.0,0.5454545454545454,0.7878787878787878,0.1793030303030303,0.9090909090909091,4.303030303030303,5.212121212121212,6.9393939393939394,0.7878787878787878,0.48484848484848486,2.6666666666666665,2.4545454545454546,6.181818181818182,7.869696969696969,BRK,33,0.0,0.0,0.1412690541781451,2.508214676889376,0.2765767289064953,1.2727272727272727,0.05072586294354936,5.212121212121212,0.20773448634024977,1.1771494518176573,0.24638276286866834,0.5571030640668524,0.3254184883692843
